stage,BOD,COD,TOC,NH4,NO3,PO4,SS,Phenol,Formaldehyde,Glutaraldehyde,Detergent,Oils,Pb,CBZ,DCF,pH
IN,133.29083793140126,389.52256274365914,75.76024911632354,15.735866719095885,3.938919695771462,3.8489714226608553,232.06445523654065,0.22093754560681814,0.08873440591731713,0.3110712522917885,0.40104002751058,3.1120141986650998,0.04376840634749606,0.0017508400599997255,0.0013067736582791218,6.824896463123619
EQ,135.18422603166013,394.23180777657205,76.81992106838328,15.952415535747985,3.9898412732632766,3.897519494609104,235.53896005632134,0.22516607740511232,0.09023238526261182,0.31722170022220575,0.40735967910977533,3.1559435101802165,0.04435279690279613,0.0017846891457189633,0.001332472941838856,6.833699123048582
MBR,36.51322519739292,207.8654042142903,42.835986764552985,9.91216696065529,7.596762775511705,2.7939075763801724,27.779184171098137,0.13945303256401514,0.04741265068753961,0.21131933019268054,0.2816415314965097,1.4053146626231936,0.039658120740813006,0.0016547134014321802,0.001050960688040986,6.857230733175156
AOP,30.82054061109259,157.83337677759818,33.21957229045629,9.91216696065529,7.596762775511705,2.7939075763801724,27.779184171098137,0.07926150606989057,0.031036293347064554,0.14229295302828424,0.23773170395274715,1.2202032029848844,0.039658120740813006,0.000914301503089437,0.0006501686176467005,6.866705937602294
OUT,30.82054061109259,79.71936807281676,0.43464684175805474,9.91216696065529,7.596762775511705,2.7939075763801724,27.779184171098137,1.3092505930438023e-09,0.031036293347064554,0.14229295302828424,0.002978792825976254,1.2202032029848844,0.039658120740813006,5.730869557448246e-11,7.419077285741254e-12,6.882406658396665
